candidato,votos,porcentaje,nivel,region,distrito,comuna
EDUARDO ANTONIO ARTES BRICHETTI,672,0.63,comuna,DE ATACAMA,DISTRITO 4,COPIAPO
EVELYN MATTHEI FORNET,7367,6.88,comuna,DE ATACAMA,DISTRITO 4,COPIAPO
HAROLD MAYNE-NICHOLLS SECUL,1253,1.1700000000000002,comuna,DE ATACAMA,DISTRITO 4,COPIAPO
FRANCO PARISI FERNANDEZ,2820,35.54,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
JEANNETTE JARA ROMAN,2432,30.650000000000002,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,93,1.1700000000000002,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,917,11.56,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
JOSE ANTONIO KAST RIST,1249,15.739999999999998,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
EDUARDO ANTONIO ARTES BRICHETTI,30,0.38,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
EVELYN MATTHEI FORNET,334,4.21,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
HAROLD MAYNE-NICHOLLS SECUL,59,0.74,comuna,DE ATACAMA,DISTRITO 4,DIEGO DE ALMAGRO
FRANCO PARISI FERNANDEZ,2103,39.54,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
JEANNETTE JARA ROMAN,1451,27.279999999999998,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,46,0.8600000000000001,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,535,10.06,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
JOSE ANTONIO KAST RIST,845,15.89,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
EDUARDO ANTONIO ARTES BRICHETTI,20,0.38,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
EVELYN MATTHEI FORNET,278,5.23,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
HAROLD MAYNE-NICHOLLS SECUL,40,0.75,comuna,DE ATACAMA,DISTRITO 4,FREIRINA
FRANCO PARISI FERNANDEZ,2415,34.24,comuna,DE ATACAMA,DISTRITO 4,HUASCO
JEANNETTE JARA ROMAN,2130,30.2,comuna,DE ATACAMA,DISTRITO 4,HUASCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,87,1.23,comuna,DE ATACAMA,DISTRITO 4,HUASCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,931,13.2,comuna,DE ATACAMA,DISTRITO 4,HUASCO
JOSE ANTONIO KAST RIST,1057,14.99,comuna,DE ATACAMA,DISTRITO 4,HUASCO
EDUARDO ANTONIO ARTES BRICHETTI,29,0.41000000000000003,comuna,DE ATACAMA,DISTRITO 4,HUASCO
EVELYN MATTHEI FORNET,348,4.930000000000001,comuna,DE ATACAMA,DISTRITO 4,HUASCO
HAROLD MAYNE-NICHOLLS SECUL,56,0.7899999999999999,comuna,DE ATACAMA,DISTRITO 4,HUASCO
FRANCO PARISI FERNANDEZ,4365,42.59,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
JEANNETTE JARA ROMAN,2136,20.84,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,111,1.08,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1209,11.8,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
JOSE ANTONIO KAST RIST,1857,18.12,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
EDUARDO ANTONIO ARTES BRICHETTI,40,0.39,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
EVELYN MATTHEI FORNET,433,4.22,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
HAROLD MAYNE-NICHOLLS SECUL,98,0.96,comuna,DE ATACAMA,DISTRITO 4,TIERRA AMARILLA
FRANCO PARISI FERNANDEZ,12733,33.63,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
JEANNETTE JARA ROMAN,9796,25.87,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,412,1.09,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
JOHANNES KAISER BARENTS-VON HOHENHAGEN,5191,13.709999999999999,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
JOSE ANTONIO KAST RIST,6988,18.459999999999997,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
EDUARDO ANTONIO ARTES BRICHETTI,199,0.53,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
EVELYN MATTHEI FORNET,2212,5.84,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
HAROLD MAYNE-NICHOLLS SECUL,328,0.8700000000000001,comuna,DE ATACAMA,DISTRITO 4,VALLENAR
FRANCO PARISI FERNANDEZ,149244,26.72,region,DE COQUIMBO,NA,NA
JEANNETTE JARA ROMAN,153540,27.49,region,DE COQUIMBO,NA,NA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,6689,1.2,region,DE COQUIMBO,NA,NA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,76833,13.75,region,DE COQUIMBO,NA,NA
JOSE ANTONIO KAST RIST,106393,19.05,region,DE COQUIMBO,NA,NA
EDUARDO ANTONIO ARTES BRICHETTI,3270,0.59,region,DE COQUIMBO,NA,NA
EVELYN MATTHEI FORNET,56308,10.08,region,DE COQUIMBO,NA,NA
HAROLD MAYNE-NICHOLLS SECUL,6314,1.1300000000000001,region,DE COQUIMBO,NA,NA
FRANCO PARISI FERNANDEZ,2484,26.6,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
JEANNETTE JARA ROMAN,3276,35.07,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,133,1.42,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1059,11.34,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
JOSE ANTONIO KAST RIST,1435,15.360000000000001,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
EDUARDO ANTONIO ARTES BRICHETTI,52,0.56,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
EVELYN MATTHEI FORNET,832,8.91,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
HAROLD MAYNE-NICHOLLS SECUL,69,0.74,comuna,DE COQUIMBO,DISTRITO 5,ANDACOLLO
FRANCO PARISI FERNANDEZ,2104,27.39,comuna,DE COQUIMBO,DISTRITO 5,CANELA
JEANNETTE JARA ROMAN,2648,34.47,comuna,DE COQUIMBO,DISTRITO 5,CANELA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,104,1.35,comuna,DE COQUIMBO,DISTRITO 5,CANELA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,695,9.05,comuna,DE COQUIMBO,DISTRITO 5,CANELA
JOSE ANTONIO KAST RIST,1523,19.82,comuna,DE COQUIMBO,DISTRITO 5,CANELA
EDUARDO ANTONIO ARTES BRICHETTI,49,0.64,comuna,DE COQUIMBO,DISTRITO 5,CANELA
EVELYN MATTHEI FORNET,487,6.34,comuna,DE COQUIMBO,DISTRITO 5,CANELA
HAROLD MAYNE-NICHOLLS SECUL,73,0.9500000000000001,comuna,DE COQUIMBO,DISTRITO 5,CANELA
FRANCO PARISI FERNANDEZ,2673,27.419999999999998,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
JEANNETTE JARA ROMAN,2818,28.91,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,129,1.32,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1264,12.97,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
JOSE ANTONIO KAST RIST,1840,18.88,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
EDUARDO ANTONIO ARTES BRICHETTI,43,0.44,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
EVELYN MATTHEI FORNET,911,9.350000000000001,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
HAROLD MAYNE-NICHOLLS SECUL,70,0.72,comuna,DE COQUIMBO,DISTRITO 5,COMBARBALA
FRANCO PARISI FERNANDEZ,41302,25.85,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
JEANNETTE JARA ROMAN,43918,27.479999999999997,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,2074,1.3,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,22979,14.38,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
JOSE ANTONIO KAST RIST,29267,18.32,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
EDUARDO ANTONIO ARTES BRICHETTI,987,0.62,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
EVELYN MATTHEI FORNET,17223,10.78,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
HAROLD MAYNE-NICHOLLS SECUL,2047,1.28,comuna,DE COQUIMBO,DISTRITO 5,COQUIMBO
FRANCO PARISI FERNANDEZ,6945,29.52,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
JEANNETTE JARA ROMAN,7290,30.979999999999997,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,273,1.1600000000000001,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2507,10.65,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
JOSE ANTONIO KAST RIST,4311,18.32,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
EDUARDO ANTONIO ARTES BRICHETTI,108,0.46,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
EVELYN MATTHEI FORNET,1861,7.91,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
HAROLD MAYNE-NICHOLLS SECUL,234,0.99,comuna,DE COQUIMBO,DISTRITO 5,ILLAPEL
FRANCO PARISI FERNANDEZ,1323,33.98,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
JEANNETTE JARA ROMAN,1078,27.69,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,46,1.1800000000000002,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,463,11.89,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
JOSE ANTONIO KAST RIST,666,17.110000000000003,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
EDUARDO ANTONIO ARTES BRICHETTI,21,0.54,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
EVELYN MATTHEI FORNET,269,6.91,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
HAROLD MAYNE-NICHOLLS SECUL,27,0.69,comuna,DE COQUIMBO,DISTRITO 5,LA HIGUERA
FRANCO PARISI FERNANDEZ,36575,21.9,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
JEANNETTE JARA ROMAN,47961,28.72,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1818,1.09,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,24524,14.68,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
JOSE ANTONIO KAST RIST,31644,18.95,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
EDUARDO ANTONIO ARTES BRICHETTI,1118,0.6699999999999999,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
EVELYN MATTHEI FORNET,21035,12.59,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
HAROLD MAYNE-NICHOLLS SECUL,2343,1.4,comuna,DE COQUIMBO,DISTRITO 5,LA SERENA
FRANCO PARISI FERNANDEZ,3710,22.9,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
JEANNETTE JARA ROMAN,5182,31.99,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,195,1.2,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2117,13.07,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
JOSE ANTONIO KAST RIST,3157,19.49,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
EDUARDO ANTONIO ARTES BRICHETTI,91,0.56,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
EVELYN MATTHEI FORNET,1581,9.76,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
HAROLD MAYNE-NICHOLLS SECUL,168,1.04,comuna,DE COQUIMBO,DISTRITO 5,LOS VILOS
FRANCO PARISI FERNANDEZ,9004,39.17,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
JEANNETTE JARA ROMAN,4813,20.939999999999998,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,313,1.36,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2778,12.08,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
JOSE ANTONIO KAST RIST,4510,19.62,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
EDUARDO ANTONIO ARTES BRICHETTI,112,0.49,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
EVELYN MATTHEI FORNET,1302,5.659999999999999,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
HAROLD MAYNE-NICHOLLS SECUL,157,0.6799999999999999,comuna,DE COQUIMBO,DISTRITO 5,MONTE PATRIA
FRANCO PARISI FERNANDEZ,25148,31.41,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
JEANNETTE JARA ROMAN,19802,24.73,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,940,1.1700000000000002,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,10536,13.16,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
JOSE ANTONIO KAST RIST,16334,20.4,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
EDUARDO ANTONIO ARTES BRICHETTI,396,0.49,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
EVELYN MATTHEI FORNET,6221,7.7700000000000005,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
HAROLD MAYNE-NICHOLLS SECUL,695,0.8700000000000001,comuna,DE COQUIMBO,DISTRITO 5,OVALLE
FRANCO PARISI FERNANDEZ,1061,24.7,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
JEANNETTE JARA ROMAN,1116,25.979999999999997,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,66,1.54,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,622,14.48,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
JOSE ANTONIO KAST RIST,886,20.630000000000003,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
EDUARDO ANTONIO ARTES BRICHETTI,30,0.7,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
EVELYN MATTHEI FORNET,481,11.2,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
HAROLD MAYNE-NICHOLLS SECUL,33,0.77,comuna,DE COQUIMBO,DISTRITO 5,PAIHUANO
FRANCO PARISI FERNANDEZ,3799,41.07,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
JEANNETTE JARA ROMAN,2041,22.06,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,118,1.28,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1131,12.229999999999999,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
JOSE ANTONIO KAST RIST,1596,17.25,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
EDUARDO ANTONIO ARTES BRICHETTI,16,0.17,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
EVELYN MATTHEI FORNET,502,5.430000000000001,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
HAROLD MAYNE-NICHOLLS SECUL,47,0.51,comuna,DE COQUIMBO,DISTRITO 5,PUNITAQUI
FRANCO PARISI FERNANDEZ,1150,30.1,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
JEANNETTE JARA ROMAN,736,19.27,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,42,1.1,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,540,14.139999999999999,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
JOSE ANTONIO KAST RIST,988,25.86,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
EDUARDO ANTONIO ARTES BRICHETTI,22,0.58,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
EVELYN MATTHEI FORNET,307,8.04,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
HAROLD MAYNE-NICHOLLS SECUL,35,0.92,comuna,DE COQUIMBO,DISTRITO 5,RIO HURTADO
FRANCO PARISI FERNANDEZ,5736,28.64,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
JEANNETTE JARA ROMAN,5403,26.97,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,231,1.1500000000000001,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2730,13.629999999999999,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
JOSE ANTONIO KAST RIST,4068,20.310000000000002,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
EDUARDO ANTONIO ARTES BRICHETTI,94,0.47000000000000003,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
EVELYN MATTHEI FORNET,1603,8,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
HAROLD MAYNE-NICHOLLS SECUL,166,0.8300000000000001,comuna,DE COQUIMBO,DISTRITO 5,SALAMANCA
FRANCO PARISI FERNANDEZ,6230,29.77,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
JEANNETTE JARA ROMAN,5458,26.08,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,207,0.99,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2888,13.8,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
JOSE ANTONIO KAST RIST,4168,19.919999999999998,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
EDUARDO ANTONIO ARTES BRICHETTI,131,0.63,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
EVELYN MATTHEI FORNET,1693,8.09,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
HAROLD MAYNE-NICHOLLS SECUL,150,0.72,comuna,DE COQUIMBO,DISTRITO 5,VICUÑA
FRANCO PARISI FERNANDEZ,270667,19.5,region,DE VALPARAISO,NA,NA
JEANNETTE JARA ROMAN,410321,29.56,region,DE VALPARAISO,NA,NA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,18171,1.31,region,DE VALPARAISO,NA,NA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,213637,15.39,region,DE VALPARAISO,NA,NA
JOSE ANTONIO KAST RIST,281249,20.259999999999998,region,DE VALPARAISO,NA,NA
EDUARDO ANTONIO ARTES BRICHETTI,9755,0.7,region,DE VALPARAISO,NA,NA
EVELYN MATTHEI FORNET,164832,11.88,region,DE VALPARAISO,NA,NA
HAROLD MAYNE-NICHOLLS SECUL,19377,1.4,region,DE VALPARAISO,NA,NA
FRANCO PARISI FERNANDEZ,4367,28.1,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
JEANNETTE JARA ROMAN,4757,30.610000000000003,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,192,1.24,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1782,11.47,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
JOSE ANTONIO KAST RIST,3106,19.979999999999997,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
EDUARDO ANTONIO ARTES BRICHETTI,82,0.53,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
EVELYN MATTHEI FORNET,1136,7.31,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
HAROLD MAYNE-NICHOLLS SECUL,120,0.77,comuna,DE VALPARAISO,DISTRITO 6,CABILDO
FRANCO PARISI FERNANDEZ,10880,28.93,comuna,DE VALPARAISO,DISTRITO 6,CALERA
JEANNETTE JARA ROMAN,10982,29.21,comuna,DE VALPARAISO,DISTRITO 6,CALERA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,601,1.6,comuna,DE VALPARAISO,DISTRITO 6,CALERA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4726,12.57,comuna,DE VALPARAISO,DISTRITO 6,CALERA
JOSE ANTONIO KAST RIST,6953,18.49,comuna,DE VALPARAISO,DISTRITO 6,CALERA
EDUARDO ANTONIO ARTES BRICHETTI,186,0.49,comuna,DE VALPARAISO,DISTRITO 6,CALERA
EVELYN MATTHEI FORNET,2889,7.68,comuna,DE VALPARAISO,DISTRITO 6,CALERA
HAROLD MAYNE-NICHOLLS SECUL,385,1.02,comuna,DE VALPARAISO,DISTRITO 6,CALERA
FRANCO PARISI FERNANDEZ,3170,28.779999999999998,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
JEANNETTE JARA ROMAN,2719,24.68,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,154,1.4,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1431,12.99,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
JOSE ANTONIO KAST RIST,2392,21.72,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
EDUARDO ANTONIO ARTES BRICHETTI,55,0.5,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
EVELYN MATTHEI FORNET,986,8.950000000000001,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
HAROLD MAYNE-NICHOLLS SECUL,108,0.98,comuna,DE VALPARAISO,DISTRITO 6,CALLE LARGA
FRANCO PARISI FERNANDEZ,3743,33.730000000000004,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
JEANNETTE JARA ROMAN,2524,22.75,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,125,1.1300000000000001,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1421,12.81,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
JOSE ANTONIO KAST RIST,2422,21.830000000000002,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
EDUARDO ANTONIO ARTES BRICHETTI,39,0.35,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
EVELYN MATTHEI FORNET,745,6.71,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
HAROLD MAYNE-NICHOLLS SECUL,77,0.69,comuna,DE VALPARAISO,DISTRITO 6,CATEMU
FRANCO PARISI FERNANDEZ,4648,31.959999999999997,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
JEANNETTE JARA ROMAN,2852,19.610000000000003,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,199,1.37,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2142,14.729999999999999,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
JOSE ANTONIO KAST RIST,3446,23.7,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
EDUARDO ANTONIO ARTES BRICHETTI,55,0.38,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
EVELYN MATTHEI FORNET,1072,7.37,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
HAROLD MAYNE-NICHOLLS SECUL,127,0.8700000000000001,comuna,DE VALPARAISO,DISTRITO 6,HIJUELAS
FRANCO PARISI FERNANDEZ,3554,21.56,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
JEANNETTE JARA ROMAN,4027,24.43,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,206,1.25,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2573,15.61,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
JOSE ANTONIO KAST RIST,4045,24.54,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
EDUARDO ANTONIO ARTES BRICHETTI,102,0.62,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
EVELYN MATTHEI FORNET,1738,10.55,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
HAROLD MAYNE-NICHOLLS SECUL,236,1.43,comuna,DE VALPARAISO,DISTRITO 6,LA CRUZ
FRANCO PARISI FERNANDEZ,6549,22.979999999999997,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
JEANNETTE JARA ROMAN,8616,30.24,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,359,1.26,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3743,13.139999999999999,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
JOSE ANTONIO KAST RIST,6213,21.810000000000002,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
EDUARDO ANTONIO ARTES BRICHETTI,157,0.55,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
EVELYN MATTHEI FORNET,2575,9.04,comuna,DE VALPARAISO,DISTRITO 6,LA LIGUA
